intent,query,answer
일반상식,리카 라이니슈는 어느 지역에서 태어났니,자이프헤너스도르프
일반상식,오일러의 다면체 정리는 언제 발견된거야,1752년
일반상식,오카자키 가쓰오 출생지는,가나가와 현의 요코하마 시
일반상식,우리나라에서 보드워크 엠파이어는 어디 채널에서 방송해,SCREEN 채널
일반상식,대한민국 최초로 트레일러를 도입한 회사가 어디야,대한통운
일반상식,피어스 부시가 다닌 대학은 어디지,예일 대학교
일반상식,전한은 중국에서 몇 번째로 통일된 왕조야,두 번째
일반상식,소련의 주요 생산품이 뭐야,"석유, 철강, 자동차, 항공우주, 통신, 화학, 전자, 식품가공, 벌목, 채광, 방위산업 등"
일반상식,영화 복수는 나의 것 감독이 누구야,박찬욱 감독
일반상식,한국의 광복일은 언제야,1945년 8월 15일
일반상식,중국 후량 명제의 연호가 뭐야,천보
일반상식,디 안트우드는 어느 영화에 출연했지,채피
일반상식,삼국전과 삼국지의 조조는 어떻게 달라,"나관중의 삼국지의 조조는 야망과 부하를 함께 챙기는 한편, 삼국전의 조조는 자신의 신념(이상)을 위해서라면 부하의 죽음따위는 별로 신경 안쓴다"
일반상식,두바이는 무슨 뜻이야,내륙에 있는 두바이 크리크가 느리게 흐른다는 뜻
일반상식,DAB+는 DAB보다 몇 배 더 좋아,약 네 배
일반상식,가고가 어린시절부터 친했던 선수는 누구야,"세르히오 아궤로, 그리고 리오넬 메시"
일반상식,스펙트럼이 뭐야,"함수해석학에서, 유계 작용소 또는 바나흐 대수의 원소의 스펙트럼은 그 고윳값의 집합을 일반화한 개념"
일반상식,베이스 드럼의 트럼 통 사이즈는 어느 정도야,22인치
일반상식,레이펑에게 배우는 날은 언제야,3월 5일
일반상식,이주일이 몇 년 도에 사망했어,2002년
일반상식,노태우 대통령의 취임식은 언제였어,1988년 2월 25일
일반상식,활성 산소가 뭐야,세포의 노화를 일으키는 산소
일반상식,만화 파렴치 학원 작가 누군지 말해줘,나가이 고
일반상식,연기자 이다해가 초등학생때 이민을 간 곳은 어디야,오스트레일리아
일반상식,배스를 한국말로 뭐라고 해,"농어"" 또는 ""우럭"
일반상식,미합중국 헌법 논쟁이 일어났을 때 워런이 어떤 필명을 사용했어,컬럼비언 패이트리어트
일반상식,아나톨 프랑스가 어느 해에 노벨문학상을 받았어,1921년
일반상식,프리베이스를 일반인들이 사용될수 있게 된게 언제야,2007년 3월
일반상식,슬레이어스에서 가장 낮은 단계 마족이 뭐야,브라스 데몬이나 렛서 데몬
일반상식,국제천문연맹의 행성 정의는 언제 결정되었지,2006년 8월
일반상식,트로이의 디오메데스가 대결에서 아이네아스를 어떻게 공격했어,먼저 창을 던져 판다로스를 단숨에 꺼꾸러뜨린 다음 아이네아스에게는 바윗돌을 집어던져 기절을 시킨다
일반상식,해머스미스 출신 권투 선수는 누가 있어,조 캘재기 (1972년생)와 프랭크 브루노 (1961년생)
일반상식,Whiteberry의 싱글 YUKI 프로듀서는,온다 요시히토
일반상식,이반 클리마가 미국에서 몇 년도에 활동했는지 알아,1969년-1970년
일반상식,영화 케이온은 언제 개봉했어,2013년
일반상식,20세기 이전 대부분의 학교가 시행한 교육은,권위교육
일반상식,갈릴레이는 언제 피사 대학교 교수가 됐어,1589년
일반상식,"2000년 3, 4월에 어느 지역에서 젖소 구제역이 발생했어","경기도 파주시, 화성시, 용인시, 충청남도 홍성군, 보령시와 충청북도 충주시 지역"
일반상식,흑색증이 뭐야,어떤 개체나 종이 원래의 색이 있어야 하는 자리가 대신 검은 계통의 색깔로 착색되는 현상
일반상식,경희궁의 원래 이름이 뭐였어,경덕궁
일반상식,박소연의 2014 세계 피겨 선수권 성적을 알려줘,종합 9위
일반상식,책 외국인 거주자에서 위대한 19세기 신학자로 묘사 된 인물은,틸리히
일반상식,픽시 로트 데뷔 앨범이름 말해줘,Turn It Up
일반상식,속일본기에 따르면 고켄 상황과 불화가 있던 천황의 이름은 뭐야,나카마로
일반상식,숲속으로 영화 제작 누가 맡았어,존 더루카
일반상식,1812년 서곡의 작곡가가 누구야,표트르 일리치 차이콥스키
일반상식,영화는 초당 몇프레임으로 촬영돼,24프레임
일반상식,네로의 남편이 누군지 알려줘.,"첫 남편은 자유민이였던 피타고라스(피타고라스 (자유민))였으며, 후에는 스포루스와 결혼"
일반상식,익룡은 어떤 동물로 분류할수 있어,하늘을 날던 파충류
일반상식,호킹 복사를 발견한 사람이 누구지,스티븐 호킹
일반상식,프테로닥틸은 어떻게 생겼어,"""프테라노돈""의 것처럼 생긴 볏과 람포린쿠스의 것처럼 생긴 긴 꼬리와 이빨로 이루어진 실제로는 전혀 존재한 적이 없던 조합"
일반상식,Critica individualista anarchica alla modernità의 저자는,반란적 아나키즘 철학자인 Michele Fabiani
일반상식,1697년 어미 거위 이야기를 펴낸 프랑스 작가는,샤를 페로
일반상식,이집트의 경제 상황에 대해 설명해줘,"수에즈 운하 수입과 관광 수입에 의존하는 바가 크고, 정치상황에 좌우되기 쉽다"
일반상식,모바일 게임 테일즈 오브 코몬즈 오프닝 테마곡 누가 불렀어,우에무라 카나
일반상식,민주주의가 영어로 뭐야,데모크라시
일반상식,프로이센 오스트리아 전쟁이 언제 일어났어,1866년 4월
일반상식,원주 김씨의 시조는,김거공
일반상식,1948년 올림픽 열린 도시가 어디야,런던
일반상식,토대주의는 누구에 의해 쇠퇴된거야,콰인
일반상식,스카이프를 어느 회사에서 개발했어,스카이프 테크놀로지사
일반상식,숙의 민주주의가 영어로 뭐야,deliberative democracy
일반상식,조현병 치료제의 효과가 궁금해,조현증의 양성 증상을 1~2주내에 줄일 수 있다
일반상식,북지황군위문단이 북중국으로 떠난게 언제야,12월 22일
일반상식,중국이 최초로 출전한 올림픽은 무슨 올림픽이지,1984년 로스앤젤레스 올림픽
일반상식,10가문의 가문장 중 가장 부인이 많은 사람은,쿤 에드안
일반상식,틴다레우스가 사위로 누구를 뽑았어,메넬라오스
일반상식,대한민국 제1대 국무총리는 누구였지,이범석
일반상식,인현왕후가 복위한 게 언제야,1694년(숙종 20년) 음력 4월 12일
일반상식,고려에서 과거제를 시행한 왕이 누구야,광종
일반상식,AFC 챔피언스리그는 언제 개편했어,2002년
일반상식,방송인 최은경 출생지 알려줘,서울
일반상식,미셸 공드리가 누구야,프랑스의 영화 감독
일반상식,2010년 FC 서울의 감독은 누구야,넬루 빙가다
일반상식,쿠이우이 개체 보호를 위해서 미국 정부가 생각해낸 것은,양식장
일반상식,윤경신의 별명이 뭐야,Nick
일반상식,UNIST가 어디야,울산과학기술원
일반상식,신라 시대 중대사를 의논한 귀족 회의 제도는,화백
일반상식,1차 산업혁명은 어디서 시작했어,영국
일반상식,카니발 리무진은 언제 단종됐어,2014년 6월 22일
일반상식,카노는 누구한테 무슬을 배웠어,타케다
일반상식,소울 트레인의 멤버였을 때 김도현의 활동명은,Deze the Godchild
일반상식,이명박이 몇 대 대통령이야,제17대
일반상식,소녀시대의 정규 앨범 5집은 언제 발매됐어,2015년 8월
일반상식,구주제약 현 주소 알려줘,서울특별시 영등포구 버드나루로 50
일반상식,조광래가 국가대표 감독한 때가 언제야,2010년
일반상식,아리스토텔레스는 누구 제자였어,플라톤
일반상식,삼국시대의 중국을 통일한 사람이 누구야,서진
일반상식,세계 최초로 축구 에이매치 경기 어디서 열렸어,글래스고
일반상식,온두라스 국장의 고리 위쪽에는 뭐라고 쓰여져 있는지 알아,"온두라스 공화국, 자유, 주권, 독립"
일반상식,목포근대역사관의 휴관일은,월요일
일반상식,김옥균에 최후를 보여주는 희곡은 뭐야,대무대의 붕괴
일반상식,전국청정도시협의회에 소속된 지방자치단체수는,10개
일반상식,영어로 된 가장 오래된 과학 저널 이름이 뭐야,왕립학회지
일반상식,리토콰 토메잉은 어디 대통령이었어,마셜 제도
일반상식,남아메리카 대륙에는 몇 개의 국가가 있어,13개
일반상식,양봉음위의 뜻을 알려줘,앞에서 받들고 뒤로는 딴마음을 품는다
일반상식,에르네스토 레쿠오나가 어느 도시에서 태어났니,바나바코아
일반상식,복날에 먹는 음식은,"삼계탕, 장어 등의 보양식"
일반상식,한국에서 츠바사 크로니콜을 수입한 곳은 어디야,투니버스 CJ E&M
일반상식,교황 클레멘스 3세는 몇 대 교황이야,제174대
일반상식,후아나의 어머니가 누구야,카스티야의 이사벨 1세
일반상식,두더지는 어디에서 볼 수 있어,"중국, 한국, 러시아 등지에 서식"
일반상식,가가린이 첫 우주비행에서 얼마동안 지구를 일주했어,1시간 48분
일반상식,마들스타디움의 관중석수는,446석
일반상식,이집트 사람들은 주로 무슨 일 해,농업
일반상식,미국의 다큐멘터리 3부작 놀이의 약속은 어느 방송사에서 방영됐어,PBS
일반상식,여행자들의 이정표로 삼기위해 심은 나무들을 뭐라고 해,이치리즈카
일반상식,화이트앨범 게임에서 행동 제약 요소로 사용되는 것은 뭐야,체력
일반상식,서해도서는 어떤 책이야,황해안의 여러 섬들에 관한 조사보고서
일반상식,전자단기사채제도가 뭐야,전자증권제도
일반상식,에덴 동산은 어디에 있었어,메소포타미아와 페르시아 만의 티그리스 강과 유프라테스 강 상류에 있었던 것으로 추측
일반상식,러시아의 수도가 어디야,모스크바
일반상식,청해부대 통역장교는 무슨 일을 해,대해적작전뿐만이 아니라 각종 군사외교 활동시 부대장의 전담 통역을 담당
일반상식,블라흐나트가 쿠 리를 배신하면서 한 행동은,핑글라스 강에 우유를 부어 남편이 집에 있다는 신호를 적들에게 보낸다
일반상식,애플에서 특허낸 노트북 컴퓨터의 움직임을 감지하는 시스템을 뭐라고 불러,"서든 모션 센서(Sudden Motion Sensor, SMS)"
일반상식,우크라이나 대통령이 누구야,페트로 포로셴코
일반상식,성 이사악을 기념하는 축일이 몇월몇일이야,5월 30일
일반상식,시라무룬허 유역에서 신석기 시대에 무슨 문화가 번영했는지 알려줘,홍산 문화
일반상식,비스트는 언제 데뷔했어,2011년 3월
일반상식,핀란드가 언제 EU에 가입했어,1994년
일반상식,안드에서 솜투두 다운받는 곳은,구글 플레이
일반상식,야구선수 이라부 히데키는 롯데 오리온스에 언제 입단해,1987년
일반상식,데일리 텔레그래프 어느 나라 매체야,영국
일반상식,관세음보살예문 원간본 글씨를 쓴 사람 이름이 뭐지,성달생
일반상식,최초의 웹사이트 주소 말해줘,info.cern.ch
일반상식,옥수수는 어디에 사용 돼,"모든 국가에서 식용으로 사용되며 원산지인 중남미 지역과, 아프리카 일대에서 주식으로 사용"
일반상식,당 대회를 열러면 개최 얼마 전에 소집기일을 알려야 하지,3개월 전
일반상식,시리아의 헌법상 대통령이 어떤 종교를 갖고 있어야 해,이슬람
일반상식,마녀 배달부 키키가 하늘을 날을때 뭘 타지,빗자루
일반상식,이혜경의 배우자가 누구야,양길승
일반상식,마이클 케네스 무어가 총리가 되기 전에는 누가 총리였어,제프리 파머
일반상식,대한민국 헌법 제6조 제1항을 알려줘,"헌법에 의하여 체결, 공포된 조약과 일반적으로 승인된 국제법규는 국내법과 동일한 효력을 가진다"
일반상식,김대업은 왜 이회창 아들이 병역비리라고 말했다가 감옥갔어,증거가 없으며 대선에 영향
일반상식,근대 공수도의 아버지는 누구야,후나코시 기친
일반상식,웬디 윌리엄스의 영문명이 뭐야,Wendy Williams
일반상식,타코클라인은 어떤 학문분야에서 연구되고있니,태양지진학
